,Student ID,student_name,gender,grade,school_name,reading_score,math_score
23121,23121,Catherine Herrera,F,12th,Holden High School,94,82
23122,23122,Alexander Johnson,M,12th,Holden High School,93,75
23123,23123,Denise Campbell,F,10th,Holden High School,84,82
23124,23124,Laura Ritter,F,11th,Holden High School,86,80
23125,23125,Drew Vaughan,M,9th,Holden High School,96,82
23126,23126,Regina Holder,F,9th,Holden High School,79,94
23127,23127,Susan Adams,F,10th,Holden High School,84,69
23128,23128,Stephanie Woodward,F,10th,Holden High School,86,79
23129,23129,Rachel Hall,F,11th,Holden High School,83,71
23130,23130,David Shaw,M,12th,Holden High School,79,76
23131,23131,Natalie Bonilla,F,10th,Holden High School,80,83
23132,23132,Austin Mendez,M,10th,Holden High School,71,85
23133,23133,Victoria Wilson,F,10th,Holden High School,87,75
23134,23134,Daniel Moreno,M,10th,Holden High School,82,91
23135,23135,Patrick Hall,M,10th,Holden High School,75,89
23136,23136,Vincent Smith,M,9th,Holden High School,69,90
23137,23137,Joshua Munoz,M,9th,Holden High School,92,69
23138,23138,Kelly Gordon,F,10th,Holden High School,84,74
23139,23139,Cheryl Pruitt,F,12th,Holden High School,76,89
23140,23140,William Campbell,M,9th,Holden High School,82,95
23141,23141,Frances Lopez,F,11th,Holden High School,99,69
23142,23142,Linda Price,F,10th,Holden High School,99,96
23143,23143,Mason Adams,M,9th,Holden High School,83,77
23144,23144,Lisa Gonzalez,F,11th,Holden High School,99,71
23145,23145,Michelle Ramirez,F,12th,Holden High School,98,73
23146,23146,Jason Davis,M,12th,Holden High School,71,87
23147,23147,Beverly Ramos,F,11th,Holden High School,72,88
23148,23148,Evan Serrano,M,9th,Holden High School,72,83
23149,23149,Jesse Jordan,M,10th,Holden High School,84,83
23150,23150,Ashley White,F,10th,Holden High School,89,69
23151,23151,Jacob Bennett,M,11th,Holden High School,69,92
23152,23152,Richard Martin,M,11th,Holden High School,92,82
23153,23153,Patrick Landry,M,11th,Holden High School,88,96
23154,23154,Michelle Carrillo,F,11th,Holden High School,77,85
23155,23155,Alicia Gill,F,12th,Holden High School,74,74
23156,23156,Robert Cooper,M,12th,Holden High School,89,95
23157,23157,John Williams,M,9th,Holden High School,86,75
23158,23158,John Murphy,M,11th,Holden High School,72,83
23159,23159,Daniel Flores,M,10th,Holden High School,91,95
23160,23160,Nathan Russell,M,10th,Holden High School,89,77
23161,23161,Lisa Gonzalez,F,9th,Holden High School,92,89
23162,23162,Krystal Huff,F,10th,Holden High School,80,97
23163,23163,James Kent,M,11th,Holden High School,94,93
23164,23164,Michael Anderson,M,11th,Holden High School,79,98
23165,23165,Melissa Harris,F,9th,Holden High School,72,90
23166,23166,Robert Harvey,M,10th,Holden High School,81,97
23167,23167,Brittany Martinez,F,12th,Holden High School,75,79
23168,23168,Andrew Crawford,M,12th,Holden High School,70,94
23169,23169,Sean Williams,M,10th,Holden High School,77,71
23170,23170,Eric Lewis,M,9th,Holden High School,81,92
23171,23171,Sheryl Hines,F,10th,Holden High School,88,88
23172,23172,Kevin Dudley,M,9th,Holden High School,97,93
23173,23173,Jason Allen,M,10th,Holden High School,88,77
23174,23174,Mark Foster,M,12th,Holden High School,77,72
23175,23175,Brent Lambert,M,9th,Holden High School,73,96
23176,23176,Amy Miller,F,9th,Holden High School,69,69
23177,23177,Monique Thomas,F,9th,Holden High School,84,86
23178,23178,Victoria Burgess,F,9th,Holden High School,90,90
23179,23179,Christine Bailey,F,10th,Holden High School,93,80
23180,23180,Holly Robertson,F,9th,Holden High School,86,69
23181,23181,Melanie Sutton,F,9th,Holden High School,83,93
23182,23182,Megan Harvey,F,9th,Holden High School,72,80
23183,23183,Michael Foster,M,10th,Holden High School,85,93
23184,23184,Julian Ruiz,M,10th,Holden High School,93,94
23185,23185,Gary Anderson,M,9th,Holden High School,82,73
23186,23186,Kelsey Murray,F,12th,Holden High School,87,92
23187,23187,Michael Wagner,M,11th,Holden High School,87,97
23188,23188,Juan Smith,M,10th,Holden High School,94,86
23189,23189,Joshua Love,M,9th,Holden High School,98,70
23190,23190,David House,M,10th,Holden High School,91,76
23191,23191,Robert Brown,M,12th,Holden High School,83,88
23192,23192,Veronica Clark,F,12th,Holden High School,80,90
23193,23193,Ronald Reed,M,11th,Holden High School,98,91
23194,23194,Christine Cole,F,11th,Holden High School,73,78
23195,23195,David Evans,M,12th,Holden High School,95,79
23196,23196,Melissa Vasquez,F,11th,Holden High School,90,76
23197,23197,Darren Burke,M,9th,Holden High School,83,94
23198,23198,Dean Johnson,M,12th,Holden High School,76,84
23199,23199,Donna Rich,F,9th,Holden High School,81,85
23200,23200,Tyler Randall Jr.,M,9th,Holden High School,98,71
23201,23201,Shannon Woodard,F,10th,Holden High School,76,81
23202,23202,Donald Hoffman,M,9th,Holden High School,89,88
23203,23203,Sabrina Levy,F,11th,Holden High School,86,70
23204,23204,Stephanie Leblanc,F,10th,Holden High School,91,76
23205,23205,Rebecca Phelps,F,9th,Holden High School,75,82
23206,23206,Thomas Bennett,M,11th,Holden High School,72,81
23207,23207,Sally Moore,F,9th,Holden High School,74,75
23208,23208,Elizabeth Coleman,F,9th,Holden High School,92,82
23209,23209,Maria Hunt,F,9th,Holden High School,94,99
23210,23210,Carrie Deleon,F,12th,Holden High School,85,71
23211,23211,Lisa Keller,F,9th,Holden High School,70,77
23212,23212,Anthony Nguyen,M,9th,Holden High School,85,68
23213,23213,Jimmy Guerrero,M,9th,Holden High School,72,76
23214,23214,Wesley Bruce,M,9th,Holden High School,89,68
23215,23215,Renee Payne,F,10th,Holden High School,71,80
23216,23216,Johnny Brown,M,11th,Holden High School,90,86
23217,23217,Troy Oneill,M,9th,Holden High School,98,92
23218,23218,Steven Buck,M,9th,Holden High School,72,92
23219,23219,Cynthia Medina,F,10th,Holden High School,94,75
23220,23220,Robert Jones,M,11th,Holden High School,81,89
23221,23221,Mary Johnson,F,11th,Holden High School,77,74
23222,23222,Robin Fowler,F,9th,Holden High School,98,80
23223,23223,Maria Hamilton,F,10th,Holden High School,85,93
23224,23224,Joshua Santiago,M,10th,Holden High School,78,81
23225,23225,Raymond Campbell,M,12th,Holden High School,98,94
23226,23226,John Tate,M,11th,Holden High School,88,78
23227,23227,Garrett Figueroa,M,10th,Holden High School,90,83
23228,23228,Hailey Massey,F,10th,Holden High School,98,85
23229,23229,Dawn Stephens,F,9th,Holden High School,87,78
23230,23230,Marvin Smith,M,11th,Holden High School,70,83
23231,23231,Jason Jones,M,9th,Holden High School,95,99
23232,23232,Gregory Cooper,M,10th,Holden High School,72,94
23233,23233,Andrew Vazquez,M,9th,Holden High School,73,94
23234,23234,Kathryn Collier,F,9th,Holden High School,72,83
23235,23235,Ashley Solis,F,10th,Holden High School,73,98
23236,23236,Noah Bryan,M,11th,Holden High School,77,73
23237,23237,Ryan Cantrell,M,10th,Holden High School,75,89
23238,23238,Susan Cooper,F,12th,Holden High School,94,96
23239,23239,Terri Hill,F,10th,Holden High School,96,75
23240,23240,Timothy Andrade,M,11th,Holden High School,91,89
23241,23241,Donna Richardson,F,11th,Holden High School,76,93
23242,23242,Danielle George,F,11th,Holden High School,72,97
23243,23243,Donald Nichols,M,10th,Holden High School,88,96
23244,23244,David Krause,M,11th,Holden High School,78,99
23245,23245,Christopher Cox,M,9th,Holden High School,82,88
23246,23246,Ruth Myers,F,11th,Holden High School,81,95
23247,23247,Jennifer Weber,F,12th,Holden High School,73,79
23248,23248,Nathan Graham,M,10th,Holden High School,91,95
23249,23249,Michael Boyer,M,10th,Holden High School,69,82
23250,23250,Cassandra Rodriguez,F,11th,Holden High School,71,99
23251,23251,Angela Richardson,F,10th,Holden High School,93,74
23252,23252,Erica Harris,F,11th,Holden High School,75,95
23253,23253,Elizabeth Golden,F,9th,Holden High School,74,96
23254,23254,Tim Nash,M,10th,Holden High School,73,99
23255,23255,Jennifer Cantrell,F,10th,Holden High School,74,69
23256,23256,Rachel Hodge,F,10th,Holden High School,76,89
23257,23257,Denise Nguyen,F,9th,Holden High School,90,69
23258,23258,Robert Harris,M,12th,Holden High School,92,92
23259,23259,Samuel Shelton,M,10th,Holden High School,72,89
23260,23260,Michael Brown,M,10th,Holden High School,81,86
23261,23261,Lisa Evans,F,10th,Holden High School,86,89
23262,23262,Paula Robles,F,9th,Holden High School,70,85
23263,23263,Bailey Velazquez,F,11th,Holden High School,72,85
23264,23264,Dean Stewart,M,10th,Holden High School,88,99
23265,23265,James Williams,M,9th,Holden High School,95,77
23266,23266,Alexander Thomas,M,9th,Holden High School,80,72
23267,23267,Chris Mcbride,M,9th,Holden High School,92,95
23268,23268,Mikayla Ortiz,F,12th,Holden High School,85,73
23269,23269,Sharon Douglas,F,9th,Holden High School,78,93
23270,23270,Lauren Little,F,9th,Holden High School,94,95
23271,23271,Christine Kaufman,F,9th,Holden High School,83,95
23272,23272,Christina Smith,F,11th,Holden High School,94,84
23273,23273,Joyce Martin,F,10th,Holden High School,77,92
23274,23274,Alec Davis,M,9th,Pena High School,91,75
23275,23275,Michael Meyer,M,10th,Pena High School,94,76
23276,23276,Donald Gutierrez,M,11th,Pena High School,98,91
23277,23277,Travis Chavez,M,11th,Pena High School,78,71
23278,23278,Sheena Ball,F,12th,Pena High School,87,92
23279,23279,Jenna Weaver,F,9th,Pena High School,76,84
23280,23280,Richard Alexander,M,11th,Pena High School,73,97
23281,23281,Chris Underwood,M,12th,Pena High School,69,72
23282,23282,Jacqueline Hebert,F,12th,Pena High School,69,88
23283,23283,Cheyenne Garcia,F,11th,Pena High School,86,86
23284,23284,Lance Davis,M,12th,Pena High School,69,77
23285,23285,Joshua Johnston,M,9th,Pena High School,94,93
23286,23286,Laura Hamilton,F,10th,Pena High School,87,88
23287,23287,Kayla Medina,F,11th,Pena High School,75,99
23288,23288,Justin Taylor,M,9th,Pena High School,69,92
23289,23289,Jacqueline Thornton,F,10th,Pena High School,94,83
23290,23290,Eric Wright,M,11th,Pena High School,69,94
23291,23291,Evan Beard,M,11th,Pena High School,98,88
23292,23292,Derrick Green,M,11th,Pena High School,69,82
23293,23293,Laurie Moore,F,12th,Pena High School,96,95
23294,23294,Pamela Riley,F,9th,Pena High School,77,88
23295,23295,Jennifer Jackson,F,10th,Pena High School,92,96
23296,23296,Jason Thompson,M,9th,Pena High School,94,92
23297,23297,Brent Villegas,M,9th,Pena High School,97,77
23298,23298,Breanna Howell,F,10th,Pena High School,71,97
23299,23299,Shaun Jennings,M,10th,Pena High School,89,93
23300,23300,Margaret Barnes,F,9th,Pena High School,72,75
23301,23301,Caitlin Perkins,F,9th,Pena High School,94,98
23302,23302,Jeffery Brown,M,11th,Pena High School,84,75
23303,23303,Gary Henderson,M,11th,Pena High School,79,84
23304,23304,Clayton Travis,M,11th,Pena High School,79,78
23305,23305,Christina Shepherd,F,12th,Pena High School,90,78
23306,23306,Christina White,F,9th,Pena High School,70,71
23307,23307,John Harris,M,12th,Pena High School,94,94
23308,23308,Susan Walsh,F,9th,Pena High School,73,83
23309,23309,Joshua Bautista,M,12th,Pena High School,73,71
23310,23310,Maria Moody,F,11th,Pena High School,87,84
23311,23311,Jake Castillo,M,10th,Pena High School,82,91
23312,23312,Meghan Walker,F,10th,Pena High School,99,92
23313,23313,Heidi Washington,F,10th,Pena High School,76,94
23314,23314,Jeremy Petty,M,10th,Pena High School,79,97
23315,23315,Jacob Nguyen,M,9th,Pena High School,97,93
23316,23316,David Hunter,M,12th,Pena High School,92,97
23317,23317,Kyle Jones,M,10th,Pena High School,88,86
23318,23318,Kristin Smith,F,12th,Pena High School,79,84
23319,23319,Amy Wise,F,12th,Pena High School,99,89
23320,23320,Greg Woodard,M,10th,Pena High School,97,91
23321,23321,Michael Robertson,M,10th,Pena High School,74,69
23322,23322,Dana Duncan,F,11th,Pena High School,73,86
23323,23323,James Martin,M,10th,Pena High School,72,72
23324,23324,Barbara Norman,F,12th,Pena High School,88,73
23325,23325,Christine Wilson,F,10th,Pena High School,90,98
23326,23326,Craig Morales,M,10th,Pena High School,97,97
23327,23327,Lisa Nguyen,F,12th,Pena High School,99,96
23328,23328,Todd Parker,M,9th,Pena High School,77,95
23329,23329,Megan Dixon,F,11th,Pena High School,83,81
23330,23330,Sean Mcdonald,M,10th,Pena High School,86,86
23331,23331,Alexander Allen,M,9th,Pena High School,91,80
23332,23332,Richard Newton,M,10th,Pena High School,80,68
23333,23333,Robert Baxter,M,11th,Pena High School,71,92
23334,23334,David Fisher,M,9th,Pena High School,76,75
23335,23335,Denise Vasquez,F,9th,Pena High School,72,85
23336,23336,David Patrick,M,11th,Pena High School,77,84
23337,23337,Lisa Brown,F,11th,Pena High School,92,83
23338,23338,Gregory Smith,M,12th,Pena High School,91,75
23339,23339,Angela White,F,9th,Pena High School,88,94
23340,23340,Kelsey Baker,F,9th,Pena High School,75,95
23341,23341,Alexandra Green,F,11th,Pena High School,90,95
23342,23342,Evan Cochran,M,11th,Pena High School,87,82
23343,23343,Natalie Martin,F,12th,Pena High School,84,85
23344,23344,Brooke Vargas,F,12th,Pena High School,81,92
23345,23345,Marie Webb,F,12th,Pena High School,87,91
23346,23346,Douglas Holmes,M,9th,Pena High School,84,79
23347,23347,Jeffrey Payne,M,11th,Pena High School,82,76
23348,23348,Jeffrey Ruiz,M,9th,Pena High School,89,91
23349,23349,Bridget Ryan,F,9th,Pena High School,79,85
23350,23350,Daniel Campbell,M,12th,Pena High School,75,94
23351,23351,David Blankenship,M,10th,Pena High School,88,74
23352,23352,Samantha Garcia,F,10th,Pena High School,75,83
23353,23353,Anne Stark,F,12th,Pena High School,88,94
23354,23354,Joseph Morgan IV,M,9th,Pena High School,71,97
23355,23355,Tyrone Davis,M,9th,Pena High School,86,83
23356,23356,Donald Watson,M,9th,Pena High School,98,88
23357,23357,George Reed,M,12th,Pena High School,86,95
23358,23358,Peter Sanchez,M,10th,Pena High School,84,86
23359,23359,Katie Estes,F,12th,Pena High School,86,98
23360,23360,Linda Curtis,F,12th,Pena High School,81,91
23361,23361,Zachary Pruitt,M,9th,Pena High School,97,69
23362,23362,Donna Ewing,F,11th,Pena High School,95,90
23363,23363,John Nguyen,M,9th,Pena High School,71,98
23364,23364,Amy Martinez,F,9th,Pena High School,76,77
23365,23365,Cassandra Newman,F,10th,Pena High School,94,79
23366,23366,Jeffrey Benson,M,12th,Pena High School,75,89
23367,23367,Richard Hansen,M,11th,Pena High School,91,88
23368,23368,Daniel Nelson,M,11th,Pena High School,94,95
23369,23369,Jonathan Mcguire,M,9th,Pena High School,73,87
23370,23370,Carlos Adkins Jr.,M,11th,Pena High School,80,72
23371,23371,Patricia Flores,F,11th,Pena High School,93,98
23372,23372,Samantha Rubio,F,11th,Pena High School,69,84
23373,23373,Kim Hughes,F,12th,Pena High School,75,89
23374,23374,Ethan Flynn,M,11th,Pena High School,79,99
23375,23375,Sarah Curry,F,10th,Pena High School,82,98
23376,23376,Michele Herring,F,9th,Pena High School,74,68
23377,23377,Matthew Jones,M,10th,Pena High School,86,84
23378,23378,Jonathan Fry,M,12th,Pena High School,81,73
23379,23379,Jeremy Walker,M,9th,Pena High School,97,69
23380,23380,Melinda Reyes,F,10th,Pena High School,71,92
23381,23381,Joshua Garcia,M,11th,Pena High School,82,86
23382,23382,Samantha Erickson,F,9th,Pena High School,93,69
23383,23383,Donald Brown,M,12th,Pena High School,72,92
23384,23384,Denise Frank,F,10th,Pena High School,88,98
23385,23385,Michael Craig,M,9th,Pena High School,93,92
23386,23386,Hannah Brown,F,10th,Pena High School,89,78
23387,23387,Tina Parker,F,9th,Pena High School,80,68
23388,23388,Melissa Sutton,F,9th,Pena High School,88,91
23389,23389,Billy Harvey,M,9th,Pena High School,79,78
23390,23390,Megan Mcdonald,F,12th,Pena High School,70,73
23391,23391,Holly Shaffer,F,11th,Pena High School,91,94
23392,23392,Krystal Page,F,9th,Pena High School,84,79
23393,23393,Melanie Roberts,F,11th,Pena High School,82,79
23394,23394,Sharon Thomas,F,10th,Pena High School,96,94
23395,23395,Alicia Jones,F,12th,Pena High School,76,86
23396,23396,Rachel Lee,F,12th,Pena High School,96,82
23397,23397,Gina Le,F,10th,Pena High School,80,80
23398,23398,Alexa Henderson,F,11th,Pena High School,85,94
23399,23399,Robin Garcia,F,9th,Pena High School,89,95
23400,23400,Kimberly Wheeler,F,11th,Pena High School,73,84
23401,23401,David Yoder,M,10th,Pena High School,72,87
23402,23402,Jessica Clark,F,12th,Pena High School,95,82
23403,23403,Angela Rasmussen,F,10th,Pena High School,75,75
23404,23404,Dawn Hampton,F,11th,Pena High School,89,81
23405,23405,Natalie Jones,F,10th,Pena High School,79,89
23406,23406,Robert Tucker,M,11th,Pena High School,82,96
23407,23407,Michael Kane,M,12th,Pena High School,96,77
23408,23408,Mark Fields,M,9th,Pena High School,84,68
23409,23409,Jennifer Harper,F,10th,Pena High School,90,91
23410,23410,Andrew Keith,M,12th,Pena High School,77,88
23411,23411,Christopher Lucas,M,9th,Pena High School,98,71
23412,23412,Amanda Floyd,F,12th,Pena High School,97,91
23413,23413,Jennifer Thomas,F,9th,Pena High School,96,81
23414,23414,Christie Mann,F,11th,Pena High School,76,77
23415,23415,Michele Morgan,F,11th,Pena High School,82,68
23416,23416,Alexander Davis,M,9th,Pena High School,71,91
23417,23417,Melissa Bullock,F,10th,Pena High School,89,95
23418,23418,Beverly Smith,F,12th,Pena High School,71,99
23419,23419,Brent Schwartz,M,12th,Pena High School,85,74
23420,23420,Leslie Willis,F,10th,Pena High School,85,94
23421,23421,Brooke Noble,F,11th,Pena High School,95,92
23422,23422,Mikayla Butler,F,9th,Pena High School,89,93
23423,23423,Herbert Torres,M,10th,Pena High School,88,82
23424,23424,Susan Hicks,F,9th,Pena High School,72,94
23425,23425,Tommy Baird,M,12th,Pena High School,78,76
23426,23426,Melissa Vasquez,F,11th,Pena High School,74,93
23427,23427,Holly Smith,F,9th,Pena High School,69,92
23428,23428,Susan Scott,F,9th,Pena High School,83,70
23429,23429,Kathryn Schwartz,F,12th,Pena High School,88,70
23430,23430,James Shelton,M,11th,Pena High School,99,90
23431,23431,Mark Ramirez,M,11th,Pena High School,86,89
23432,23432,Patrick Stanton,M,11th,Pena High School,91,69
23433,23433,William Meyer,M,9th,Pena High School,85,78
23434,23434,Johnathan West,M,9th,Pena High School,84,71
23435,23435,Cheryl Wallace,F,11th,Pena High School,74,70
23436,23436,Matthew Leach,M,9th,Pena High School,71,99
23437,23437,Jennifer Perez,F,11th,Pena High School,89,72
23438,23438,Christina Smith,F,11th,Pena High School,88,91
23439,23439,Vincent Stokes,M,11th,Pena High School,91,87
23440,23440,Lucas Pearson,M,9th,Pena High School,75,81
23441,23441,Angie Stone,F,9th,Pena High School,75,68
23442,23442,Dana Berry,F,10th,Pena High School,98,69
23443,23443,Angela Davis,F,10th,Pena High School,85,96
23444,23444,Andre Adams,M,11th,Pena High School,98,88
23445,23445,Lori Bishop,F,11th,Pena High School,96,74
23446,23446,Brian Ellis,M,12th,Pena High School,78,80
23447,23447,Sandra Ware,F,12th,Pena High School,78,89
23448,23448,Kristi Mathis,F,10th,Pena High School,82,72
23449,23449,Theresa Esparza,F,9th,Pena High School,80,88
23450,23450,Richard Patterson,M,10th,Pena High School,90,96
23451,23451,Michael Conrad,M,12th,Pena High School,97,71
23452,23452,Steven Evans,M,11th,Pena High School,90,98
23453,23453,Marissa Pruitt,F,11th,Pena High School,74,70
23454,23454,Craig Gregory,M,10th,Pena High School,84,76
23455,23455,Travis Allison,M,10th,Pena High School,92,95
23456,23456,Caitlin Vasquez,F,10th,Pena High School,90,99
23457,23457,Rachel Guzman,F,11th,Pena High School,99,80
23458,23458,Adam Anderson,M,11th,Pena High School,83,71
23459,23459,Terry Johnson,M,11th,Pena High School,88,94
23460,23460,Kendra Spencer,F,12th,Pena High School,95,89
23461,23461,April Hines,F,10th,Pena High School,91,70
23462,23462,Brian Banks,M,11th,Pena High School,81,99
23463,23463,Dana Reynolds,F,11th,Pena High School,80,84
23464,23464,William Cochran,M,11th,Pena High School,97,94
23465,23465,Wendy Brown,F,11th,Pena High School,88,99
23466,23466,Cindy Wells,F,11th,Pena High School,81,82
23467,23467,Megan Smith,F,10th,Pena High School,83,81
23468,23468,Ashley Stephens,F,12th,Pena High School,94,91
23469,23469,Michael Koch,M,9th,Pena High School,92,70
23470,23470,Cynthia Matthews,F,11th,Pena High School,87,85
23471,23471,Jennifer Smith,F,11th,Pena High School,79,76
23472,23472,Lauren Martinez,F,9th,Pena High School,83,84
23473,23473,Nicole Ferguson,F,11th,Pena High School,71,69
23474,23474,Jacqueline Gonzalez,F,11th,Pena High School,83,97
23475,23475,Jennifer Harris,F,11th,Pena High School,82,91
23476,23476,Nicole Pope,F,9th,Pena High School,76,93
23477,23477,Amanda Johnson,F,9th,Pena High School,76,79
23478,23478,Chelsea Gray,F,10th,Pena High School,73,99
23479,23479,Elizabeth Cruz,F,11th,Pena High School,69,73
23480,23480,Jon Reeves,M,11th,Pena High School,94,77
23481,23481,Jessica Davis,F,11th,Pena High School,74,74
23482,23482,Joseph Miller,M,10th,Pena High School,72,81
23483,23483,Donald Guzman,M,10th,Pena High School,84,90
23484,23484,Shannon Crosby,F,12th,Pena High School,84,88
23485,23485,John Brady,M,12th,Pena High School,75,81
23486,23486,Lori Fields,F,12th,Pena High School,85,76
23487,23487,James Fisher,M,11th,Pena High School,88,90
23488,23488,Kristen Shepherd,F,9th,Pena High School,79,97
23489,23489,Kelly Owen,F,11th,Pena High School,77,85
23490,23490,David Jenkins,M,12th,Pena High School,86,77
23491,23491,Jonathan Walter,M,11th,Pena High School,87,77
23492,23492,Tiffany Payne,F,9th,Pena High School,87,97
23493,23493,Christopher Matthews,M,9th,Pena High School,70,92
23494,23494,Samantha Marshall,F,10th,Pena High School,70,68
23495,23495,Adriana Blankenship,F,12th,Pena High School,70,68
23496,23496,John Fox,M,11th,Pena High School,97,88
23497,23497,Becky Shepherd,F,10th,Pena High School,80,83
23498,23498,Charles Sullivan,M,11th,Pena High School,87,70
23499,23499,Rodney Brooks,M,9th,Pena High School,90,76
23500,23500,Debbie Hall,F,10th,Pena High School,87,74
23501,23501,Jenna Cruz,F,11th,Pena High School,85,68
23502,23502,Joshua Leonard,M,9th,Pena High School,74,92
23503,23503,Mike Garrison,M,10th,Pena High School,90,95
23504,23504,James Carpenter,M,12th,Pena High School,73,81
23505,23505,Ronald Wagner,M,9th,Pena High School,78,77
23506,23506,Russell Reed,M,10th,Pena High School,88,96
23507,23507,Barbara Eaton,F,10th,Pena High School,89,74
23508,23508,Jerry Murphy,M,9th,Pena High School,82,93
23509,23509,Michael Price,M,12th,Pena High School,96,70
23510,23510,Pam Gonzalez,F,11th,Pena High School,78,89
23511,23511,Amanda Campbell,F,11th,Pena High School,99,82
23512,23512,Becky Powell,F,11th,Pena High School,83,72
23513,23513,Louis Hodge,M,10th,Pena High School,92,91
23514,23514,Cheryl Gibbs,F,9th,Pena High School,89,74
23515,23515,Nicole Nash,F,12th,Pena High School,77,84
23516,23516,Sheila Lara,F,9th,Pena High School,91,81
23517,23517,Joseph Good,M,11th,Pena High School,86,75
23518,23518,Elizabeth Harris,F,9th,Pena High School,77,84
23519,23519,Jacob Bryan,M,12th,Pena High School,76,73
23520,23520,Caleb Mendez,M,11th,Pena High School,94,90
23521,23521,Vincent Mendez,M,9th,Pena High School,76,68
23522,23522,Taylor Nielsen,M,11th,Pena High School,80,89
23523,23523,Justin Williams,M,11th,Pena High School,73,93
23524,23524,Micheal Roy,M,12th,Pena High School,86,74
23525,23525,Timothy Smith,M,11th,Pena High School,77,77
23526,23526,Cheryl Clark,F,11th,Pena High School,97,88
23527,23527,Joshua Burns,M,12th,Pena High School,99,98
23528,23528,Bailey Ryan,F,10th,Pena High School,74,88
23529,23529,Frank Franco,M,9th,Pena High School,84,99
23530,23530,Janice Jackson,F,12th,Pena High School,70,70
23531,23531,Donald Walker,M,12th,Pena High School,89,79
23532,23532,David Moran,M,9th,Pena High School,94,74
23533,23533,Deborah Rivera,F,9th,Pena High School,82,78
23534,23534,Elizabeth Meza,F,12th,Pena High School,90,94
23535,23535,Paul Brown,M,9th,Pena High School,80,68
23536,23536,Matthew Rangel,M,12th,Pena High School,86,94
23537,23537,Jessica Wilson,F,10th,Pena High School,75,92
23538,23538,Monica Rodgers,F,10th,Pena High School,74,85
23539,23539,Matthew Cooper,M,10th,Pena High School,72,69
23540,23540,Kelly Petersen,M,9th,Pena High School,93,71
23541,23541,Marc Potts,M,9th,Pena High School,97,70
23542,23542,Antonio Page,M,9th,Pena High School,78,77
23543,23543,Thomas Foster,M,9th,Pena High School,87,85
23544,23544,Jason Clements,M,11th,Pena High School,99,70
23545,23545,Katie Barron,F,12th,Pena High School,95,85
23546,23546,Bruce Fitzgerald,M,10th,Pena High School,69,70
23547,23547,Kendra Boyer,F,10th,Pena High School,93,85
23548,23548,Tina Ballard,F,9th,Pena High School,84,72
23549,23549,Jennifer Bailey,F,9th,Pena High School,72,78
23550,23550,Mark Livingston Jr.,M,10th,Pena High School,73,87
23551,23551,Debra Thomas,F,12th,Pena High School,85,71
23552,23552,Michael May,M,11th,Pena High School,94,73
23553,23553,Emily Norman,F,12th,Pena High School,78,91
23554,23554,David Lee,M,10th,Pena High School,71,73
23555,23555,Gary Johnson,M,11th,Pena High School,89,83
23556,23556,Marcus Stokes,M,10th,Pena High School,88,83
23557,23557,William Hunt,M,9th,Pena High School,95,90
23558,23558,Elizabeth White,F,10th,Pena High School,95,74
23559,23559,Cassidy Mccann,F,11th,Pena High School,92,93
23560,23560,Brian Sullivan,M,12th,Pena High School,89,71
23561,23561,Brian Perez,M,11th,Pena High School,98,74
23562,23562,Christopher Cole,M,11th,Pena High School,91,93
23563,23563,Tiffany Smith,F,10th,Pena High School,82,72
23564,23564,Karen Allen,F,10th,Pena High School,94,93
23565,23565,David Taylor,M,11th,Pena High School,69,80
23566,23566,David Valenzuela,M,9th,Pena High School,72,68
23567,23567,Breanna Mcguire,F,11th,Pena High School,99,81
23568,23568,Randy Blankenship,M,11th,Pena High School,74,78
23569,23569,Jennifer Jackson,F,12th,Pena High School,69,88
23570,23570,Alyssa Mitchell,F,9th,Pena High School,88,82
23571,23571,Michael Duarte,M,10th,Pena High School,99,79
23572,23572,Monique Long,F,9th,Pena High School,70,82
23573,23573,Christine Sanders,F,10th,Pena High School,79,72
23574,23574,Mary Henry,F,12th,Pena High School,81,78
23575,23575,Russell Bennett,M,9th,Pena High School,93,91
23576,23576,Jessica Peterson,F,10th,Pena High School,85,97
23577,23577,Kelli Wood,F,12th,Pena High School,97,87
23578,23578,Nathan Morrison,M,10th,Pena High School,79,71
23579,23579,Gerald Fuller,M,9th,Pena High School,95,88
23580,23580,Kimberly Chang,F,9th,Pena High School,69,92
23581,23581,Heather Jones,F,9th,Pena High School,78,88
23582,23582,Sandra Ramos,F,9th,Pena High School,82,71
23583,23583,Justin Kirby,M,9th,Pena High School,74,73
23584,23584,Andrea Gray,F,11th,Pena High School,73,75
23585,23585,Ryan Cruz,M,10th,Pena High School,99,87
23586,23586,Nichole Ellis,F,9th,Pena High School,99,71
23587,23587,Kathleen Smith,F,10th,Pena High School,73,73
23588,23588,Destiny Huff,F,9th,Pena High School,82,78
23589,23589,Rhonda Gonzalez,F,12th,Pena High School,69,71
23590,23590,Lisa West,F,10th,Pena High School,85,92
23591,23591,Paula Mann,F,10th,Pena High School,74,75
23592,23592,Michael Martin,M,11th,Pena High School,99,86
23593,23593,Nicole Flores,F,10th,Pena High School,95,74
23594,23594,Nicole Nunez,F,12th,Pena High School,79,98
23595,23595,Traci Green,F,11th,Pena High School,78,87
23596,23596,Kristina Garcia,F,10th,Pena High School,90,76
23597,23597,Caleb Mitchell,M,12th,Pena High School,77,76
